Speaker,Text
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",  1 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",2   3 4   5   6 7   8   9 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",10  11  12  13  14  15  16  17  18  19  20  21  22 23  24  25 25 Official 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","Association brief says, that's going to be a"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", disaster because millions and millions of 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","dollars, and there's a little -- at least"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", there's some hyperbole -- or not hyperbole.
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", There's -- there's some subjective 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",quantification of this in the ABA brief saying
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", that that is incredibly damaging and 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",destabilizing to the financial sector because this has all been around and done a certain way since 1974. 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",JUSTICE KAGAN:  So I -- I guess I 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","didn't understand until argument that you're saying that ""money orders"" is an only label test, is that right?  And then the ""similar instruments"" is where the -- the characteristics "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","of money orders come in, is that right? "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",MR. KATYAL: Correct. JUSTICE KAGAN:  And then what are the 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","characteristics of money orders that you're pointing to?  Like, what --what -- what -- what "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",does some other non- labeled instrument have to 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","comply with in order to be determined to be a ""similar instrument""? "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","MR. KATYAL: Well, I do think it would "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",be a transfer of information in which address 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",Heritage Reporting Corporation   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                                                                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",  1 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",2   3   4 5   6   7   8   9 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",10  11  12 13  14  15  16 17  18  19  20  21  22          23 24  25  26 Official 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",information isn't being collected and a
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," small-denomination kind of instrument. And so,"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," here, there's a wide gulf, however you define "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","""similar,"" between the two disputed instruments"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", and -- and agent checks -- excuse me -- and
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", teller's checks -- traveler's checks and money orders.
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," And the three things are, number one, "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","in order to get a disputed instrument, you've got to go to a bank to get it. Second, you will "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","have a bank account when you do so.  And, third, it's got to be signed by a bank employee. "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",And that's a pretty important 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","distinction because, when something is signed by a bank employee, it makes the bank liable for the piece of paper, as opposed to money orders, which are limited recourse documents and you can't sue the issuer of a money order the way you can the two disputed instruments. "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",So we think those are three hallmarks. 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",Does that solve the --
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","JUSTICE KAGAN: So, I mean, it feels "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","as though you're picking things that, you know, as you should, that -- that -- that make you "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",succeed in the case.  But I could pick three 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",Heritage Reporting Corporation   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                                                                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",  1 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",2   3 4 5   6 7   8   9   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",10  11  12  13  14 15  16  17  18  19  20 21  22  23  24  25  27 Official 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",other things that make Arkansas succeed.
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", MR. KATYAL: We're -- we're not just 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","randomly picking these, Justice Kagan. It goes to, I think, Justice Jackson's question to me"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," earlier, which is the purpose behind this, which "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",is the address information isn't being
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", collected.  It's burdensome to do so. That's a statutory finding.  And the equity windfall considerations. 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","Here, for these disputed instruments, "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","the states have the easy fix available to them that wasn't available to them in 1974 because, if states did what this Court invited them to do in 1972 in response to the windfall concern, it would increase the cost of those instruments and be problematic.  And so that's why Congress said, uh- uh, we're heading it off for those "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",instruments but not for these. 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",And these factors that I'm referring 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","to you are relevant to that because they show address information is being collected for the disputed instruments, not being collected for traveler's checks and money orders.  That' s the "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",key difference between the two. 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","JUSTICE SOTOMAYOR:  Counsel, the --"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",Heritage Reporting Corporation   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                                                                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",  1 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",2 3 4 5   6 7 8   9   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",10  11  12  13  14  15  16  17  18  19         20  21  22  23  24  25  28 Official 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","MoneyGram treats one of its other official checks, the agent check money orders, as subject to the FDA. Justice Thomas asked you what happens if they remove that tomorrow."
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", Under your test that you just 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","articulated to Justice Kagan, then it would go back to not being a money order?"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," MR. KATYAL: No, Your Honor.  If I"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," understand your question, it's the same "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","instrument.  It just doesn't have the label ""money order"" on it. "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",JUSTICE SOTOMAYOR:  They take it off. MR. KATYAL: Yeah.  If they take it 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",off --
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",JUSTICE SOTOMAYOR:  It's issued by --
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",MR. KATYAL: -- that is an other --
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",JUSTICE SOTOMAYOR:  -- it's issued by 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",a bank --
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",MR. KATYAL: Right. JUSTICE SOTOMAYOR:  -- not a retail 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","operator.  They do collect information, don't they? "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",MR. KATYAL: For agent check money 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","orders, I think some information is collected, yes. "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",Heritage Reporting Corporation   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                                                                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",  1   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",2   3   4 5   6 7   8 9   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25 29Official 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",JUSTICE SOTOMAYOR:  All right.  And
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", what was your third criteria?
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", MR. KATYAL: That --that you have to 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",have an account at the bank and --
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",JUSTICE SOTOMAYOR:  And they have an 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",account at the bank.
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", MR. KATYAL: -- and they may have an 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",account at the bank.
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", JUSTICE SOTOMAYOR:  So --
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","MR. KATYAL: So, with respect to that, "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","you know, limited universe, we do -- even there, I guess I should say, let's look at that, Justice Sotomayor.  It's at page 230 and 231, is an agent check money order. "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",And so what it says on the front is 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","that --there's a picture of it, and it says on "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","the front that -- you know, that it's labeled "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","agent check money order.  And then, on the back, it says, if the instrument is designated on its face as a money order, then the following applies, and it says it's limited recourse. "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","Now, if you strike that off from the "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","back, then you might be -- then I think you are "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",fundamentally changing the nature of the document because you're making it now not a 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",Heritage Reporting Corporation   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                                                                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",  1 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",2   3   4   5 6   7   8   9   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",10  11  12 13 14  15  16  17  18  19  20  21  22  23  24  25  30 Official 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",limited recourse document; you're making it
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", something else.
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", And so that actually is a substantive
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", change.  I think it's a -- and the reason --
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","that's why I'm going through this, because it's"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", different very much --
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",JUSTICE SOTOMAYOR:  That's not the
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", example I gave.
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", MR. KATYAL: --than Justice Thomas's 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","hypothetical.  So our view on this is generally labels will control.  In some circumstances, if you have the very same product, just not the label, then that is an other similar instrument. "
